"activities__logId","activities__activityId","activities__activityParentId","activities__activityParentName","activities__name","activities__description","activities__calories","activities__distance","activities__steps","activities__duration","activities__lastModified","activities__startTime","activities__isFavorite","activities__hasActiveZoneMinutes","activities__startDate","activities__hasStartTime","summary__caloriesOut","summary__activityCalories","summary__caloriesBMR","summary__activeScore","summary__steps","summary__floors","summary__elevation","summary__sedentaryMinutes","summary__lightlyActiveMinutes","summary__fairlyActiveMinutes","summary__veryActiveMinutes","summary__distances__activity","summary__distances__distance","summary__marginalCalories","summary__restingHeartRate","goals__caloriesOut","goals__steps","goals__distance","goals__floors","goals__activeMinutes"
"4009063939218639592","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","90","0.74544","1058","816000","2025-03-16T12:58:37.145Z","13:31","False","True","2025-03-16","True","3284","1704","1838","-1","15302","8","24.384","1186","135","67","52","total","13.165","1306","48","2663","10000","11.27","10","30"
"7117270408041485408","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","84","0.77213","1068","720000","2025-03-16T13:27:01.775Z","14:14","False","True","2025-03-16","True","","","","","","","","","","","","tracker","13.165","","","","","","",""
"7274338590128143496","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","292","2.60105","3533","2331000","2025-03-16T14:28:14.543Z","14:39","False","True","2025-03-16","True","","","","","","","","","","","","sedentaryActive","2.1887","","","","","","",""
"8117599476759760480","90009","90009","Run","Run","Running - 5 mph (12 min/mile)","376","4.77397","4008","1614000","2025-03-16T17:06:05.637Z","17:17","False","True","2025-03-16","True","","","","","","","","","","","","lightlyActive","0.904","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","moderatelyActive","0.3067","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","veryActive","1.5772","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","loggedActivities","8.89259","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.74544","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.77213","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","2.60105","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Run","4.77397","","","","","","",""
