"activities__logId","activities__activityId","activities__activityParentId","activities__activityParentName","activities__name","activities__description","activities__calories","activities__distance","activities__steps","activities__duration","activities__lastModified","activities__startTime","activities__isFavorite","activities__hasActiveZoneMinutes","activities__startDate","activities__hasStartTime","summary__caloriesOut","summary__activityCalories","summary__caloriesBMR","summary__activeScore","summary__steps","summary__floors","summary__elevation","summary__sedentaryMinutes","summary__lightlyActiveMinutes","summary__fairlyActiveMinutes","summary__veryActiveMinutes","summary__distances__activity","summary__distances__distance","summary__marginalCalories","summary__restingHeartRate","goals__caloriesOut","goals__steps","goals__distance","goals__floors","goals__activeMinutes"
"7654880362162640536","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","85","0.89565","1204","749000","2025-03-14T19:17:07.461Z","19:49","False","True","2025-03-14","True","2717","1074","1837","-1","10513","10","30.48","1243","133","54","10","total","7.7304","765","52","2663","10000","11.27","10","30"
"8151500102342119544","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","207","1.95703","2667","1695000","2025-03-14T20:48:27.959Z","21:10","False","True","2025-03-14","True","","","","","","","","","","","","tracker","7.7304","","","","","","",""
"6012828775527752704","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","104","0.94272","1338","891000","2025-03-14T21:18:53.358Z","21:52","False","True","2025-03-14","True","","","","","","","","","","","","sedentaryActive","0.9113","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","lightlyActive","0.2243","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","moderatelyActive","0.0722","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","veryActive","0.0","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","loggedActivities","3.7954","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.89565","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","1.95703","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.94272","","","","","","",""
