"activities__logId","activities__activityId","activities__activityParentId","activities__activityParentName","activities__name","activities__description","activities__calories","activities__distance","activities__steps","activities__duration","activities__lastModified","activities__startTime","activities__isFavorite","activities__hasActiveZoneMinutes","activities__startDate","activities__hasStartTime","summary__caloriesOut","summary__activityCalories","summary__caloriesBMR","summary__activeScore","summary__steps","summary__floors","summary__elevation","summary__sedentaryMinutes","summary__lightlyActiveMinutes","summary__fairlyActiveMinutes","summary__veryActiveMinutes","summary__distances__activity","summary__distances__distance","summary__marginalCalories","summary__restingHeartRate","goals__caloriesOut","goals__steps","goals__distance","goals__floors","goals__activeMinutes"
"7114873082599269664","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","42","0.36216","514","339000","2025-03-21T08:59:30.255Z","09:48","False","True","2025-03-21","True","3107","1461","1840","-1","12054","7","21.336","1191","152","58","39","total","9.3358","1078","44","2663","10000","11.27","10","30"
"5161770060799845864","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","77","0.76968","1028","687000","2025-03-21T09:29:49.033Z","10:14","False","True","2025-03-21","True","","","","","","","","","","","","tracker","9.3358","","","","","","",""
"210430442774386200","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","75","0.6582","904","869000","2025-03-21T11:15:54.768Z","11:49","False","True","2025-03-21","True","","","","","","","","","","","","sedentaryActive","3.3264","","","","","","",""
"6444733959610010608","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","39","0.24248","379","722000","2025-03-21T13:06:24.389Z","13:16","False","True","2025-03-21","True","","","","","","","","","","","","lightlyActive","0.6421","","","","","","",""
"3743594168986936632","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","73","0.67547","907","547000","2025-03-21T13:06:24.469Z","13:45","False","True","2025-03-21","True","","","","","","","","","","","","moderatelyActive","0.5673","","","","","","",""
"7156327373118194536","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","60","0.60673","814","543000","2025-03-21T15:34:53.839Z","16:16","False","True","2025-03-21","True","","","","","","","","","","","","veryActive","0.2031","","","","","","",""
"3307894033532404144","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","72","0.72554","965","618000","2025-03-21T16:09:00.785Z","16:51","False","True","2025-03-21","True","","","","","","","","","","","","loggedActivities","5.35427","","","","","","",""
"6896158751708465216","90009","90009","Run","Run","Running - 5 mph (12 min/mile)","121","1.31401","1337","688000","2025-03-21T17:11:43.973Z","17:29","False","True","2025-03-21","True","","","","","","","","","","","","Walk","0.36216","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.76968","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.6582","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.24248","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.67547","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.60673","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.72554","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Run","1.31401","","","","","","",""
