"activities__logId","activities__activityId","activities__activityParentId","activities__activityParentName","activities__name","activities__description","activities__calories","activities__distance","activities__steps","activities__duration","activities__lastModified","activities__startTime","activities__isFavorite","activities__hasActiveZoneMinutes","activities__startDate","activities__hasStartTime","summary__caloriesOut","summary__activityCalories","summary__caloriesBMR","summary__activeScore","summary__steps","summary__floors","summary__elevation","summary__sedentaryMinutes","summary__lightlyActiveMinutes","summary__fairlyActiveMinutes","summary__veryActiveMinutes","summary__distances__activity","summary__distances__distance","summary__marginalCalories","summary__restingHeartRate","goals__caloriesOut","goals__steps","goals__distance","goals__floors","goals__activeMinutes"
"4946597015956577312","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","102","0.7641","1024","1024000","2025-05-05T07:24:44.027Z","09:51","False","True","2025-05-03","True","3246","1618","1831","-1","14867","5","15.24","578","197","73","21","total","11.0178","1192","51","2663","10000","11.27","10","30"
"211960722373329272","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","143","1.32948","1797","1235000","2025-05-05T07:24:39.335Z","13:38","False","True","2025-05-03","True","","","","","","","","","","","","tracker","11.0178","","","","","","",""
"821067424402805784","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","52","0.49973","665","847000","2025-05-05T07:24:39.346Z","17:05","False","True","2025-05-03","True","","","","","","","","","","","","sedentaryActive","2.9387","","","","","","",""
"2775233990205353824","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","175","1.64577","2233","1496000","2025-05-05T07:24:39.362Z","18:45","False","True","2025-05-03","True","","","","","","","","","","","","lightlyActive","1.7282","","","","","","",""
"1245736904809290000","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","211","1.9429","2596","1687000","2025-05-05T07:24:39.367Z","20:17","False","True","2025-05-03","True","","","","","","","","","","","","moderatelyActive","1.2622","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","veryActive","0.1129","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","loggedActivities","6.18198","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.7641","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","1.32948","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.49973","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","1.64577","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","1.9429","","","","","","",""
