"activities__logId","activities__activityId","activities__activityParentId","activities__activityParentName","activities__name","activities__description","activities__calories","activities__distance","activities__steps","activities__duration","activities__lastModified","activities__startTime","activities__isFavorite","activities__hasActiveZoneMinutes","activities__startDate","activities__hasStartTime","summary__caloriesOut","summary__activityCalories","summary__caloriesBMR","summary__activeScore","summary__steps","summary__floors","summary__elevation","summary__sedentaryMinutes","summary__lightlyActiveMinutes","summary__fairlyActiveMinutes","summary__veryActiveMinutes","summary__distances__activity","summary__distances__distance","summary__marginalCalories","summary__restingHeartRate","goals__caloriesOut","goals__steps","goals__distance","goals__floors","goals__activeMinutes"
"1153202761484441568","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","123","1.0754","1443","1127000","2025-05-05T07:24:43.831Z","10:45","False","True","2025-05-04","True","3151","1488","1831","-1","12642","5","15.24","1165","188","76","11","total","9.2936","1087","52","2663","10000","11.27","10","30"
"4202864349441455544","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","82","0.69402","949","767000","2025-05-05T07:24:40.985Z","12:42","False","True","2025-05-04","True","","","","","","","","","","","","tracker","9.2936","","","","","","",""
"5340357456610186936","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","249","2.16211","2994","2305000","2025-05-05T07:24:41.303Z","18:09","False","True","2025-05-04","True","","","","","","","","","","","","sedentaryActive","2.7616","","","","","","",""
"3605232478895165904","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","131","0.9801","1371","1331000","2025-05-05T07:24:45.193Z","19:14","False","True","2025-05-04","True","","","","","","","","","","","","lightlyActive","1.092","","","","","","",""
"2195958304139728464","90013","90013","Walk","Walk","Walking less than 2 mph, strolling very slowly","92","0.6964","1008","973000","2025-05-05T07:24:45.456Z","21:58","False","True","2025-05-04","True","","","","","","","","","","","","moderatelyActive","0.4389","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","veryActive","0.1104","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","loggedActivities","5.60803","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","1.0754","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.69402","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","2.16211","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.9801","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk","0.6964","","","","","","",""
